no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
654,0613-1,3,10_r0,"JuJu is at elementary school and is asked by her teacher to complete an art assignment. She creates a very terrifying drawing. The teacher comes over to look at JuJu's art work and is horrified. Worriedly, she calls Habi, asking him to come to school. ","JuJu is at elementary school and is asked by her teacher to complete an art assignment. She creates a very terrifying drawing. The teacher comes over to look at JuJu's art work and is horrified. Worriedly, she calls Habi, asking him to come to school. ",1 1051 1052 0,1051 1052 1053 1055,1 1051 1052 0,retrodiction,10,r0,,
655,0613-1,3,10_r,Jiyoon is occupied taking care of Bill all the time. She asks him to stop drinking and to get his life together. ,Jiyoon is occupied taking care of Bill all the time. She asks him to stop drinking and to get his life together. ,1 1,1 1,1 1,retrodiction,10,r,,
656,0615-1,3,10_r0,Yaz tells Jiyoon that she might benefit from visiting a marriage/family counselor to talk through some of her experiences with the father of her child.,Yaz tells Jiyoon that she might benefit from visiting a marriage/family counselor to talk through some of her experiences with the father of her child.,1,0,1,retrodiction,10,r0,,
657,0615-1,3,10_r,Bill tells Jiyoon that she might benefit from visiting a marriage/family counselor to talk through some of her experiences with the father of her child.,Bill tells Jiyoon that she might benefit from visiting a marriage/family counselor to talk through some of her experiences with the father of her child.,1,0,1,retrodiction,10,r,,
658,0616-1,3,10_r0,Jiyoon hears complaints from Joan about her office being moved. She learns that Bill is sleeping through class. Her daughter is also having problems in school.,Jiyoon hears complaints from Joan about her office being moved. She learns that Bill is sleeping through class. Her daughter is also having problems in school.,231 1 1,731 631,231 1 1,retrodiction,10,r0,,
659,0616-1,3,10_r,Bill sleeping in Jiyoon's office again and missing class! ,Bill sleeping in Jiyoon's office again and missing class! ,1,1 1,1,retrodiction,10,r,,
660,0619-1,3,10_r0,Yaz introduces herself to Jiyoon and gives her her business card for therapy. Lila has to pick up extra slack for Bill missing class.,Yaz introduces herself to Jiyoon and gives her her business card for therapy. Lila has to pick up extra slack for Bill missing class.,1 1 1,0 0,1 1 1,retrodiction,10,r0,,
661,0619-1,3,10_r,Bill tells Jiyoon that he was evicted and his ex-wife is keeping Doodles. Jiyoon offers her office as a place for him to stay.,Bill tells Jiyoon that he was evicted and his ex-wife is keeping Doodles. Jiyoon offers her office as a place for him to stay.,1 1 1,0,1 1 1,retrodiction,10,r,,
662,0706-1,3,10_r0,JuJu asks Jiyoon and Habi about her father. Jiyoon runs into and considers seeing a family therapist.,JuJu asks Jiyoon and Habi about her father. Jiyoon runs into and considers seeing a family therapist.,1 1 1,1,1 1 1,retrodiction,10,r0,,
663,0706-1,3,10_r,JuJu asks Jiyoon and Habi about her father. Bills connects Jiyoon to a family therapist.,JuJu asks Jiyoon and Habi about her father. Bills connects Jiyoon to a family therapist.,1 1,0,1 1,retrodiction,10,r,,
664,0707-1,3,10_r0,Joan is reassigned a new office location in the field house. It is dark and dank and overall an undesirable place. Joan reaches out to Jiyoon about the situation and Jiyoon shares Joan's concern. They both decide to schedule a meeting with the Title IX office to submit a formal complaint. ,Joan is reassigned a new office location in the field house. It is dark and dank and overall an undesirable place. Joan reaches out to Jiyoon about the situation and Jiyoon shares Joan's concern. They both decide to schedule a meeting with the Title IX office to submit a formal complaint. ,79 0 731 732,701 731 732,79 0 731 732,retrodiction,10,r0,,
665,0707-1,3,10_r,"Jiyoon and Bill are having a meeting. Jiyoon is asking Bill for his class materials, and Bill is clearly not prepared for the coming semester. ","Jiyoon and Bill are having a meeting. Jiyoon is asking Bill for his class materials, and Bill is clearly not prepared for the coming semester. ",1031,0 1031 1231,1031,retrodiction,10,r,,
666,0707-2,3,10_r0,Habi gets a call from Juju's school about her drawing. ,Habi gets a call from Juju's school about her drawing. ,1055,1055,1055,retrodiction,10,r0,,
667,0707-2,3,10_r,Jiyoon asks Bill about his classes but Bill dodges her questions. ,Jiyoon asks Bill about his classes but Bill dodges her questions. ,1 1,0,1 1,retrodiction,10,r,,
668,0522-2,3,10_p0,,,702,0,0,prediction,10,p0,,
669,0522-2,3,10_p,,,1 1,0,1 1,prediction,10,p,,
670,0523-1,3,10_p0,Yaz goes to Jiyoon to discuss how teaching with Elliot is going; ,Yaz goes to Jiyoon to discuss how teaching with Elliot is going; ,1,0,1,prediction,10,p0,,
671,0523-1,3,10_p,"Jiyoon tries to empathize with Bill about what he has going o, but tells him he needs to get his act together.","Jiyoon tries to empathize with Bill about what he has going o, but tells him he needs to get his act together.",1302,1302 1331,1302,prediction,10,p,,
672,0523-3,3,10_p0,Elliot continues to exert power over Yaz even though it is clear he is caught in the past and cannot update his methods.,Elliot continues to exert power over Yaz even though it is clear he is caught in the past and cannot update his methods.,1,1,1,prediction,10,p0,,
673,0523-3,3,10_p,"Jiyoon talks to Bill about his tardiness, absences from meetings, and drunkeness.","Jiyoon talks to Bill about his tardiness, absences from meetings, and drunkeness.",1031,1003,1031,prediction,10,p,,
674,0523-5,3,10_p0,"Jiyoon returns home to Habi and JuJu. JuJu asks how her first day was, and Jiyoon shares some of her troubles with Habi.","Jiyoon returns home to Habi and JuJu. JuJu asks how her first day was, and Jiyoon shares some of her troubles with Habi.",1 1 1,1131,1131 1 1,prediction,10,p0,,
675,0523-5,3,10_p,Bill runs into Jiyoon following his first lecture and Jiyoon asks how he is. Bill congratulates her. The interaction is a bit awkward.,Bill runs into Jiyoon following his first lecture and Jiyoon asks how he is. Bill congratulates her. The interaction is a bit awkward.,1 1031 1,0,1 1031 1,prediction,10,p,,
676,0524-2,3,10_p0,"Elliot continues to tell Yaz that her methods are incorrect, and she slowly gets angrier. She leaves and tells Jiyoon that Elliot needs to listen to her, not the other way around.","Elliot continues to tell Yaz that her methods are incorrect, and she slowly gets angrier. She leaves and tells Jiyoon that Elliot needs to listen to her, not the other way around.",1 1 1 1,0,1 1 1 1,prediction,10,p0,,
677,0524-2,3,10_p,"Jiyoon meets with Bill. It is very awkward, and she is obviously a little in love with him. He's very distracted. He doesn't care too much about the faculty issues.","Jiyoon meets with Bill. It is very awkward, and she is obviously a little in love with him. He's very distracted. He doesn't care too much about the faculty issues.",1031,0,1031,prediction,10,p,,
678,0525-2,3,10_p0,Yaz submits to Elliot in their disagreement because he is the chair of her tenure case. ,Yaz submits to Elliot in their disagreement because he is the chair of her tenure case. ,1,1,1,prediction,10,p0,,
679,0525-2,3,10_p,Jiyoon tries to tell Bill how she feels. ,Jiyoon tries to tell Bill how she feels. ,1031,0,1031,prediction,10,p,,
680,0526-2,3,10_p0,Yaz tells Jiyoon that the co-teaching isn't going as great,Yaz tells Jiyoon that the co-teaching isn't going as great,1,0,1,prediction,10,p0,,
681,0526-2,3,10_p,Jiyoon meets Bill in an awkward situation,Jiyoon meets Bill in an awkward situation,1031,0,1031,prediction,10,p,,
682,0527-1,3,10_p0,"Jiyoon goes to the Title IX office, but gets in trouble with the Dean for doing so. Bill and Lila finish class, which didn't go well.","Jiyoon goes to the Title IX office, but gets in trouble with the Dean for doing so. Bill and Lila finish class, which didn't go well.",1 1 1,0,1 1 1,prediction,10,p0,,
683,0527-1,3,10_p,Jiyoon and Bill have their first conversation since his return to school. She asks him how his first class went. There is awkward romantic tension.,Jiyoon and Bill have their first conversation since his return to school. She asks him how his first class went. There is awkward romantic tension.,1031 1,0,1031 1,prediction,10,p,,
684,0528-1,3,10_p0,Yaz talks to Jiyoon about how she does not want to co-teach with Elliot anymore. Jiyoon talks to title IX about Joan's office. ,Yaz talks to Jiyoon about how she does not want to co-teach with Elliot anymore. Jiyoon talks to title IX about Joan's office. ,1 1,0,1 1,prediction,10,p0,,
685,0528-1,3,10_p,Jiyoon and Bill talk about how his daughter left for college and challenges Jiyoon has to face as the new chair. ,Jiyoon and Bill talk about how his daughter left for college and challenges Jiyoon has to face as the new chair. ,1031,1031,1031,prediction,10,p,,
686,0608-1,3,10_p0,Bill will finally talk to Jiyoon and it will be very awkward given what he's going through. Or Bill will meet with Dafna after class.,Bill will finally talk to Jiyoon and it will be very awkward given what he's going through. Or Bill will meet with Dafna after class.,1031 1,1331 1031,1031 1,prediction,10,p0,,
687,0608-1,3,10_p,"Bill will finally talk to Jiyoon and it will be very awkward given what he's going through. And she will ask him how he's doing
","Bill will finally talk to Jiyoon and it will be very awkward given what he's going through. And she will ask him how he's doing
",1031,1331 1031,1031,prediction,10,p,,
688,0608-2,3,10_p0,Bill finishes his class and walks out the hallway. Jiyoon meets him and the two talk. In the meantime Yaz also approaches Jiyoon.,Bill finishes his class and walks out the hallway. Jiyoon meets him and the two talk. In the meantime Yaz also approaches Jiyoon.,1 1031 1,0,1 1031 1,prediction,10,p0,,
689,0608-2,3,10_p,Bill finishes his class and walks out the hallway. Jiyoon meets him and the two talk. This reveals some history between them.,Bill finishes his class and walks out the hallway. Jiyoon meets him and the two talk. This reveals some history between them.,1 1031,0,1 1031,prediction,10,p,,
690,0611-1,3,10_p0,"Students start dropping out of Yaz's course. Yaz and Elliot have a tension with how to teach the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum. Maybe Bill and Jiyoon have a talk about the meeting with the Dean, and Bill ends up asking Jiyoon out?","Students start dropping out of Yaz's course. Yaz and Elliot have a tension with how to teach the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum. Maybe Bill and Jiyoon have a talk about the meeting with the Dean, and Bill ends up asking Jiyoon out?",1 1 1 1032,0,1 1 1 1032,prediction,10,p0,,
691,0611-1,3,10_p,"Bill and Jiyoon have a talk about his behaviour, the loss of his wife, the meeting with the Dean, and Bill ends up asking Jiyoon out.","Bill and Jiyoon have a talk about his behaviour, the loss of his wife, the meeting with the Dean, and Bill ends up asking Jiyoon out.",1031 1032,1031 1032,1031 1032,prediction,10,p,,
692,0612-2,3,10_p0,Yaz complains to Jiyoon about teaching with Elliot.,Yaz complains to Jiyoon about teaching with Elliot.,1,0,1,prediction,10,p0,,
693,0612-2,3,10_p,Jiyoon talks to Bill and confides in him about The Dean giving her a list and how she has to get the enrollments up for 3 of the professors on the list or else she has to fire them or ask them to retire.,Jiyoon talks to Bill and confides in him about The Dean giving her a list and how she has to get the enrollments up for 3 of the professors on the list or else she has to fire them or ask them to retire.,1007,1007,1007,prediction,10,p,,
694,0614-1,3,10_p0,Elliot will go to Jiyoon and say how Yaz is ruining their class and that she should not go up for Tenure. Jiyoon asks how he came to this conclusion. ,Elliot will go to Jiyoon and say how Yaz is ruining their class and that she should not go up for Tenure. Jiyoon asks how he came to this conclusion. ,1 1 1,0,1 1 1,prediction,10,p0,,
695,0614-1,3,10_p,Jiyoon will run into Bill as he finishes his class. Jiyoon will talk to Bill about fixing his attendance to his own lectures. Bill will come up with an excuse and defend it. ,Jiyoon will run into Bill as he finishes his class. Jiyoon will talk to Bill about fixing his attendance to his own lectures. Bill will come up with an excuse and defend it. ,1031 1,0,1031 1,prediction,10,p,,
696,0615-2,3,10_p0,Yaz is frustrated by Elliot's presence and his egotistic behavior. She tries to have a conversation with Bill about the situation.,Yaz is frustrated by Elliot's presence and his egotistic behavior. She tries to have a conversation with Bill about the situation.,1 1,0,1 1,prediction,10,p0,,
697,0615-2,3,10_p,Yaz is frustrated by Elliot's presence and his egotistic behavior. She tries to have a conversation with Bill and Jiyoon about the situation.,Yaz is frustrated by Elliot's presence and his egotistic behavior. She tries to have a conversation with Bill and Jiyoon about the situation.,1 1,0,1 1,prediction,10,p,,
698,0615-3,3,10_p0,,,1031,1031,1031,prediction,10,p0,,
699,0615-3,3,10_p,,,1031 1,1031,1031 1,prediction,10,p,,
700,0619-2,3,10_p0,The Dean has a conversation with Jiyoon.,The Dean has a conversation with Jiyoon.,1,1,1,prediction,10,p0,,
701,0619-2,3,10_p,Jiyoon visits Bill's office. She brings forth students' demands to him. Bill is receptive to Jiyoon's requests and guaratees to change.,Jiyoon visits Bill's office. She brings forth students' demands to him. Bill is receptive to Jiyoon's requests and guaratees to change.,1031,0,1031,prediction,10,p,,
702,0629-1,3,10_p0,Yaz complains to Jiyoon about her problems with Elliot.,Yaz complains to Jiyoon about her problems with Elliot.,1,0,1,prediction,10,p0,,
703,0629-1,3,10_p,Jiyoon and Bill talk about their personal relationship.,Jiyoon and Bill talk about their personal relationship.,1031,0,1031,prediction,10,p,,
704,0522-1,3,11_r0,"Joan is a professor in the english department who has been teaching at the school for 32 years. She went to the title 9 office to issue a complaint reguarding her office being moved to a ""shithole"" while her male colleges of the same stature got to keep their office. The chair of the english department is Jiyoon, who was supposed to be present at the meeting but was stopped by Lila who couldnt find Bill. Bill was asleep on the couch in Jiyoons office and had missed class again. ","Joan is a professor in the english department who has been teaching at the school for 32 years. She went to the title 9 office to issue a complaint reguarding her office being moved to a ""shithole"" while her male colleges of the same stature got to keep their office. The chair of the english department is Jiyoon, who was supposed to be present at the meeting but was stopped by Lila who couldnt find Bill. Bill was asleep on the couch in Jiyoons office and had missed class again. ",0 79 80 1156 0 0,1 1157 1154 1155 1156 1 1,1157 79 80 0 1155 1156,retrodiction,11,r0,,
705,0522-1,3,11_r,"Jiyon has a stressful new job as the chair of the english department at her university. She has to manage esteemed professors with complains about office relocation, and professors who are not doing their job by missing classes. Her father Habi, and daughter Juju miss her in her absence and stress. ","Jiyoon has a stressful new job as the chair of the english department at her university. She has to manage esteemed professors with complains about office relocation, and professors who are not doing their job by missing classes. Her father Habi, and daughter Juju miss her in her absence and stress. ",1 1,101 731 1031,1 1,retrodiction,11,r,,
706,0522-3,3,11_r0,,,702 1 1 0 0 1 1031,731 702 1302 1331,702 1 1 0 0 1 1031,retrodiction,11,r0,,
707,0522-3,3,11_r,,,1131 1 1 1,1131,1131 1 1 1,retrodiction,11,r,,
708,0523-2,3,11_r0,"Characters: Joan, Elliot, Jiyoon

Joan is displeased with her new office and discusses that with Elliot and Jiyoon. ",Joan is displeased with her new office and discusses that with Elliot and Jiyoon. ,231,731,731,retrodiction,11,r0,,
709,0523-2,3,11_r,"Jiyoon is at home in the morning getting her daughter juju ready for school. Her father Habi is there, eating breakfast.","Jiyoon is at home in the morning getting her daughter juju ready for school. Her father Habi is there, eating breakfast.",1131,0,1131,retrodiction,11,r,,
710,0523-4,3,11_r0,"Joan comes to her office to find out it has been moved to the athletics building. She goes to check out her new office and finds that it is disgusting, so she goes to the men in her department and asks if any of them were also moved. When the men tell her they are still in their normal offices, Joan goes to Jiyoon about the issue, who tells her to meet with the Title IX office, and that she will support her.","Joan comes to her office to find out it has been moved to the athletics building. She goes to check out her new office and finds that it is disgusting, so she goes to the men in her department and asks if any of them were also moved. When the men tell her they are still in their normal offices, Joan goes to Jiyoon about the issue, who tells her to meet with the Title IX office, and that she will support her.",151 80 231 702,731 702 79 80,151 80 731 702,retrodiction,11,r0,,
711,0523-4,3,11_r,Jiyoon drops JuJu off with Habi for the day. Jiyoon tells Habi what JuJu's plans for the day are.,Jiyoon drops JuJu off with Habi for the day. Jiyoon tells Habi what JuJu's plans for the day are.,1 1,0,1 1,retrodiction,11,r,,
712,0524-1,3,11_r0,"Joan is told that her office has been relocated, and she visits her new office only to realize it is a severe downgrade. She goes to Jiyoon's office to complain, where Jiyoon suggests that they meet at the title IX office to discuss.","Joan is told that her office has been relocated, and she visits her new office only to realize it is a severe downgrade. She goes to Jiyoon's office to complain, where Jiyoon suggests that they meet at the title IX office to discuss.",151 231 702,702,151 231 702,retrodiction,11,r0,,
713,0524-1,3,11_r,Habi is causing trouble at home and Juju calls Jiyoon to come help out. Jiyoon tells Juju she is too busy at work.,Habi is causing trouble at home and Juju calls Jiyoon to come help out. Jiyoon tells Juju she is too busy at work.,1 1 1,0,1 1 1,retrodiction,11,r,,
714,0525-1,3,11_r0,"Characters: Joan
Joan receives a notice from Jiyoon that her office has been moved and is incredibly upset. She goes to the new location, expecting it to be relatively nice and her coworkers to also be relocated. Instead, when she arrives it is incredibly unpleasant and none of her (male) coworkers are there.","Joan receives a notice from Jiyoon that her office has been moved and is incredibly upset. She goes to the new location, expecting it to be relatively nice and her coworkers to also be relocated. Instead, when she arrives it is incredibly unpleasant and none of her (male) coworkers are there.",151 80,0,151 80,retrodiction,11,r0,,
715,0525-1,3,11_r,Jiyoon is at home with her father and daughter discussing the stressors of her new job. She reflects on her conflict with Bill. ,Jiyoon is at home with her father Habi and daughter JuJu discussing the stressors of her new job. She reflects on her conflict with Bill. ,1131 1 1,0,1131 1 1,retrodiction,11,r,,
716,0526-1,3,11_r0,Jiyoon placed Joan in a bad office due to pressures to from the Dean to downsize or make room for a new professor. Joan complains to Jiyoon. Joan is upset at Bill for maintaining his position despite her moving.,Jiyoon placed Joan in a bad office due to pressures to from the Dean to downsize or make room for a new professor. Joan complains to Jiyoon. Joan is upset at Bill for maintaining his position despite her moving.,1 79 231 1,731,1 79 231 1,retrodiction,11,r0,,
717,0526-1,3,11_r,"Jiyoon, Habi, and Juju have a talk","Jiyoon, Habi, and Juju have a talk",1,0,1,retrodiction,11,r,,
718,0526-3,3,11_r0,Bill has missed class again and Lila is trying to contact him. Jiyoon has told Joan to schedule a meeting with the Title IX office to talk about how her office has been moved. ,Bill has missed class again and Lila is trying to contact him. Jiyoon has told Joan to schedule a meeting with the Title IX office to talk about how her office has been moved. ,1 1156 702 79,1154 1156 702 1152,1 1156 702 79,retrodiction,11,r0,,
719,0526-3,3,11_r,"Jiyoon has some problems at home with Habi and JuJu, which is why she is running late to her meeting with Joan at the Title IX office. ","Jiyoon has some problems at home with Habi and JuJu, which is why she is running late to her meeting with Joan at the Title IX office. ",1131,0,1131,retrodiction,11,r,,
720,0527-2,3,11_r0,Jiyoon and Joan talk about the fact that Joan has an unfair office location and the men are having better opportunties. Bill and Doodles talk about life after a major life change. Lila notices Bill isn't well. ,Jiyoon and Joan talk about the fact that Joan has an unfair office location and the men are having better opportunties. Bill and Doodles talk about life after a major life change. Lila notices Bill isn't well. ,731 0 1,731,731 0 1,retrodiction,11,r0,,
721,0527-2,3,11_r,Habi says that Jiyoon isn't capable to be chair. Juju sticks up for Jiyoon. ,Habi says that Jiyoon isn't capable to be chair. Juju sticks up for Jiyoon. ,1 1,0,1 1,retrodiction,11,r,,
722,0528-2,3,11_r0,Jiyoon encourages Joan to go to her Title IX appointment. Bill arrives at Jiyoon's office and takes a seat on her couch while he waits for his class to begin. ,Jiyoon encourages Joan to go to her Title IX appointment. Bill arrives at Jiyoon's office and takes a seat on her couch while he waits for his class to begin. ,0 952,702,0 952,retrodiction,11,r0,,
723,0528-2,3,11_r,Jiyoon speaks with Habi and JuJu regarding her upcoming day at work. JuJu gets ready for school. ,Jiyoon speaks with Habi and JuJu regarding her upcoming day at work. JuJu gets ready for school. ,1 1,0,1 1,retrodiction,11,r,,
724,0528-3,3,11_r0,"Jiyoon has been tied up with many stressors in her life as Chair. She is currently dealing with a drunk, depressed Bill who is grieving. Lila, the TA, reaches out to Jiyoon with details of his maladaptive behaviors, like not showing up to class. Joan also continues pressing Jiyoon about her office change and Jiyoon recommends filing a Title IX investigation for gender-based discrimination.","Jiyoon has been tied up with many stressors in her life as Chair. She is currently dealing with a drunk, depressed Bill who is grieving. Lila, the TA, reaches out to Jiyoon with details of his maladaptive behaviors, like not showing up to class. Joan also continues pressing Jiyoon about her office change and Jiyoon recommends filing a Title IX investigation for gender-based discrimination.",0 0 0 0 702,1181 731 702,0 0 1181 0 702,retrodiction,11,r0,,
725,0528-3,3,11_r,"Jiyoon is too busy to tend to her daughter, JuJu, who is being babysat by her grandfather Habi a lot.","Jiyoon is too busy to tend to her daughter, JuJu, who is being babysat by her grandfather Habi a lot.",1 1,0,1 1,retrodiction,11,r,,
726,0612-1,3,11_r0,Joan always gives Jiyoon a hard time which makes Jiyoon dislike Joan. Bill has something bad happen to him and turns to substances as a result. ,Joan always gives Jiyoon a hard time which makes Jiyoon dislike Joan. Bill has something bad happen to him and turns to substances as a result. ,1 1,0,1 1,retrodiction,11,r0,,
727,0612-1,3,11_r,"Joan keeps talking to Jiyoon about her problems, but Jiyoon has enough to deal with between Habi and Juju that they are not a priority. Bill has something bad happen to him and turn to substances as a result. ","Joan keeps talking to Jiyoon about her problems, but Jiyoon has enough to deal with between Habi and Juju that they are not a priority. Bill has something bad happen to him and turn to substances as a result. ",1 1 1,0,1 1 1,retrodiction,11,r,,
728,0613-1,3,11_r0,"Joan's original office space was relocated to a terrible, windowless, office in the the athletics department. Jiyoon, wanting to help Joan, suggested that she go file a title 9 and get help for it. ","Joan's original office space was relocated to a terrible, windowless, office in the the athletics department. Jiyoon, wanting to help Joan, suggested that she go file a title 9 and get help for it. ",79 702,702,79 702,retrodiction,11,r0,,
729,0613-1,3,11_r,Jiyoon is at home in the morning before work with Habi and Juju. Jiyoon busily gets JuJu ready for school and Habi takes JuJu to school. ,Jiyoon is at home in the morning before work with Habi and Juju. Jiyoon busily gets JuJu ready for school and Habi takes JuJu to school. ,1131 1 1,0,1131 1 1,retrodiction,11,r,,
730,0615-1,3,11_r0,"Joan's office was moved from the English department to the athletics building. Her office was moved because folks in the English department do not like her and believe she is too old-school. At least, that is what they claim and not because she is a woman.","Joan's office was moved from the English department to the athletics building. Her office was moved because folks in the English department do not like her and believe she is too old-school. At least, that is what they claim and not because she is a woman.",79 1 1,0 79,79 1 1,retrodiction,11,r0,,
731,0615-1,3,11_r,"Jiyoon, Habi, and Juju are having dinner together and Jiyoon is asking Habi for advice. ""What do you think I should do dad?"" Juju, her daughter, interupts to say some sort of answer that does not align with what Jiyoon asks.","Jiyoon, Habi, and Juju are having dinner together and Jiyoon is asking Habi for advice. ""What do you think I should do dad?"" Juju, her daughter, interupts to say some sort of answer that does not align with what Jiyoon asks.",1131 1 1,0,1131 1 1,retrodiction,11,r,,
732,0616-1,3,11_r0,Joan learned that her office was moved to the athletic building and went to talk to Jiyoon. Jiyoon told her that they should set up a meeting with title IX. Jiyoon also found Bill sleeping in her office again. ,Joan learned that her office was moved to the athletic building and went to talk to Jiyoon. Jiyoon told her that they should set up a meeting with title IX. Jiyoon also found Bill sleeping in her office again. ,151 702 1,702 151 609 1203,151 702 1,retrodiction,11,r0,,
733,0616-1,3,11_r,"Jiyoon asked her father, Habi, to take care of JuJu because she had to get into work to help out with Joan's complaints.","Jiyoon asked her father, Habi, to take care of JuJu because she had to get into work to help out with Joan's complaints.",1,0,1,retrodiction,11,r,,
734,0619-1,3,11_r0,Joan confronts Jiyoon about her unexpected office placement in the athletics department. Bill is kicked out of his house due to his drinking problem and asks Jiyoon if he can stay in her office.,Joan confronts Jiyoon about her unexpected office placement in the athletics department. Bill is kicked out of his house due to his drinking problem and asks Jiyoon if he can stay in her office.,731 1 1,701,731 1 1,retrodiction,11,r0,,
735,0619-1,3,11_r,"Jiyoon is under pressure from Habi to get married, despite being successful in her career as chair. Meanwhile, she is also trying to balance raising JuJu with supporting Bill and being fair to Joan.","Jiyoon is under pressure from Habi to get married, despite being successful in her career as chair. Meanwhile, she is also trying to balance raising JuJu with supporting Bill and being fair to Joan.",0 1,0,0 1,retrodiction,11,r,,
736,0706-1,3,11_r0,Joan gets into a tiff with the Dean and is upset about retaliation. Bill loses control of his life. Jiyoon struggles to manage both Bill and Joan. ,Joan gets into a tiff with the Dean and is upset about retaliation. Bill loses control of his life. Jiyoon struggles to manage both Bill and Joan. ,1 1 0 0,0,1 1 0 0,retrodiction,11,r0,,
737,0706-1,3,11_r,"Joan gets into a tiff with the Dean and is upset about retaliation. Bill loses control of his life. Jiyoon struggles to manage her professional troubles, as Habi and JuJu get into an accident.
","Joan gets into a tiff with the Dean and is upset about retaliation. Bill loses control of his life. Jiyoon struggles to manage her professional troubles, as Habi and JuJu get into an accident.
",1 1 0 1 ,0,1 1 0 1 ,retrodiction,11,r,,
738,0707-1,3,11_r0,"Joan discovers that her office is being moved to a location in the field house. She enters her new assigned office and is surprised at how there are no windows. Joan brings this to Jiyoon's attention, and Jiyoon becomes angry. Jiyoon suggests to Joan that they both go meet at the Tile IX office to discuss this and submit a formal complaint about the office reassignment. ","Joan discovers that her office is being moved to a location in the field house. She enters her new assigned office and is surprised at how there are no windows. Joan brings this to Jiyoon's attention, and Jiyoon becomes angry. Jiyoon suggests to Joan that they both go meet at the Tile IX office to discuss this and submit a formal complaint about the office reassignment. ",151 231 702,702,151 231 702,retrodiction,11,r0,,
739,0707-1,3,11_r,Jiyoon is dropping her Juju off at Habi's house to spend time with her grandfather. ,Jiyoon is dropping her Juju off at Habi's house to spend time with her grandfather. ,1,86,1,retrodiction,11,r,,
740,0707-2,3,11_r0,Joan walks through campus and enters the Title IX office. Jiyoon texts Bill to remind him about the meeting at the Title IX office. ,Joan walks through campus and enters the Title IX office. Jiyoon texts Bill to remind him about the meeting at the Title IX office. ,1157 1,1157,1157 1,retrodiction,11,r0,,
741,0707-2,3,11_r,Jiyoon wakes up at home and has breakfast with Habi and JuJu. Habi can tell Jiyoon is stressed but Jiyoon does not want to talk about it in front of JuJu. ,Jiyoon wakes up at home and has breakfast with Habi and JuJu. Habi can tell Jiyoon is stressed but Jiyoon does not want to talk about it in front of JuJu. ,1131 1,0,1131 1,retrodiction,11,r,,
742,0522-2,3,11_p0,,,1354,1354,1354,prediction,11,p0,,
743,0522-2,3,11_p,,,1131 1 1,1101,1131 1 1,prediction,11,p,,
744,0523-1,3,11_p0,Jiyoon talks to Yaz about her time with Bill,Jiyoon talks to Yaz about her time with Bill,1,0,1,prediction,11,p0,,
745,0523-1,3,11_p,Jiyoon goes home and makes dinner for her family; while making dinner she tells her father about her day; her father tries to give her advice about work and love,Jiyoon goes home and makes dinner for her family; while making dinner she tells her father Habi about her day; Habi tries to give her advice about work and love,1131 1 1,1131,1131 1 1,prediction,11,p,1,
746,0523-3,3,11_p0,Bill runs into Dafna again and agrees to let her off of the waitlist for his class. Elliot and Yaz attempt to teach another class together and Elliot takes over again.,Bill runs into Dafna again and agrees to let her off of the waitlist for his class. Elliot and Yaz attempt to teach another class together and Elliot takes over again.,1 1 1,1 1 1,1 1 1,prediction,11,p0,,
747,0523-3,3,11_p,Jiyoon goes home after a long first day as chair and sees Habi and Juju. Jiyoon makes all of them dinner and tells them about her day.,Jiyoon goes home after a long first day as chair and sees Habi and Juju. Jiyoon makes all of them dinner and tells them about her day.,1131 1 1,1131 1 1,1131 1 1,prediction,11,p,,
748,0523-5,3,11_p0,"Jiyoon finally returns home. Juju asks how her first day was, and Jiyoon discusses some of her concerns with Habi.","Jiyoon finally returns home. Juju asks how her first day was, and Jiyoon discusses some of her concerns with Habi.",1131 1 1,1131,1131 1 1,prediction,11,p0,,
749,0523-5,3,11_p,"iyoon finally returns home. Juju asks how her first day was, and Jiyoon discusses some of her concerns with Habi.","Jiyoon finally returns home. Juju asks how her first day was, and Jiyoon discusses some of her concerns with Habi.",1131 1 1,1131,1131 1 1,prediction,11,p,,
750,0524-2,3,11_p0,"Jiyoon goes home and gets very excited to see JuJu. She thanks Habi for taking care of her, and begins to unwind. Habi can sense her stress, and he talks to her about her problems and tries to give her advice.","Jiyoon goes home and gets very excited to see JuJu. She thanks Habi for taking care of her, and begins to unwind. Habi can sense her stress, and he talks to her about her problems and tries to give her advice.",1131 1 1 1,1131,1131 1 1 1,prediction,11,p0,,
751,0524-2,3,11_p,"Jiyoon goes home and gets very excited to see JuJu. She thanks Habi for taking care of her, and begins to unwind. Habi can sense her stress, and he talks to her about her problems and tries to give her advice.","Jiyoon goes home and gets very excited to see JuJu. She thanks Habi for taking care of her, and begins to unwind. Habi can sense her stress, and he talks to her about her problems and tries to give her advice.",1131 1 1 1,1131,1131 1 1 1,prediction,11,p,,
752,0525-2,3,11_p0,"Dafna confesses feelings for Bill, Bill says nothing can happen because she is a student. ","Dafna confesses feelings for Bill, Bill says nothing can happen because she is a student. ",1 1,0,1 1,prediction,11,p0,,
